station_id	lat	long
1738	55.94564841884953	-3.231847150914063
1739	55.92063236018849	-3.140540732733598
1740	55.940886347739024	-3.240777565829148
1743	55.964058329676064	-3.195700361124863
1744	55.927985349796536	-3.209749771944871
1745	55.96037972054591	-3.195470336902758
1746	55.96391066325888	-3.191861874639585
1747	55.94166971920444	-3.271523727766862
1748	55.933416359161036	-3.21239711224257
1749	55.957278012740645	-3.214285387389054
1752	55.96264210870907	-3.231915547243943
1753	55.959536249717715	-3.223434402338853
1754	55.94191081116495	-3.237800313822617
1756	55.963453810934496	-3.232909305683961
1757	55.92758664038103	-3.23367105304419
1758	55.931980482636575	-3.073104633681168
1763	55.95941012836135	-3.215661360613694
1764	55.95657629337518	-3.237939788691392
1765	55.946063966641006	-3.223024024359574
1766	55.938941745489494	-3.251110776059022
